space,,,,,,,,,,,,
addVerdict,House north list beautiful health then last ever.,28/02/2023,29,m14,,,,,,,,
addVerdict,Whom finish pull table cause move.,13/04/2023,26,c5,,,,,,,,
addVerdict,Fine assume edge fine college deal nation.,20/09/2023,27,f0,,,,,,,,
addVerdict,Seek trial ground daughter offer maintain low blood fill toward day go term bed.,13/10/2023,28,c9,,,,,,,,
addVerdict,Game entire trial on data reveal tell those eight job per.,1/2/2023,29,f2,,,,,,,,
addVerdict,Gun detail be second wife science member any ability thought.,6/10/2024,30,m10,,,,,,,,
addVerdict,Kind leave ever create myself city friend site operation us few so idea.,23/06/2023,31,f1,,,,,,,,
addVerdict,Cost above laugh better option per image.,1/5/2023,32,m11,,,,,,,,
addVerdict,Station ten meeting enough remember act dog impact.,7/3/2024,33,c7,,,,,,,,
addVerdict,Common develop mind name yet analysis.,2/6/2023,34,f0,,,,,,,,
,,,,,,,,,,,,
addAppeal,National produce skill trip herself response stock he country like clear guy course.,13/07/2024,0,4,,,,,,,,
addAppeal,Contain remember left list attention serious pick ever choose.,1/4/2022,2,1,,,,,,,,
addAppeal,Field join drive arrive particularly boy protect organization.,19/02/2020,5,3,,,,,,,,
addAppeal,Response fall thousand race history result yourself report fire also property party picture build.,20/05/2022,6,11,,,,,,,,
addAppeal,Health realize evening although pass have itself hair past sport.,12/2/2021,8,14,,,,,,,,
addAppeal,Practice necessary push with television production job drop.,26/08/2022,10,12,,,,,,,,
,,,,,,,,,,,,
addDocument ,leader trade,later accept talk,30/04/2021,f2,,,,,,,,
addDocument,prepare resource,bill some item,21/06/2023,m12,,,,,,,,
addDocument,might then,up idea vote,19/09/2020,c5,,,,,,,,
addDocument,catch some,stay notice shake,21/04/2021,f2,,,,,,,,
addDocument,list wide,direction trouble base,8/7/2024,m12,,,,,,,,
addDocument,also them,keep good today,25/09/2020,m13,,,,,,,,
addDocument,official painting,way live serious,25/01/2023,m14,,,,,,,,
addDocument,discussion relationship,interest deep no,13/05/2023,c5,,,,,,,,
addDocument,seem option,instead professional power,24/02/2022,f0,,,,,,,,
addDocument,school week,development amount speak,27/01/2024,c9,,,,,,,,
addDocument,produce affect,economy subject several,5/1/2024,f2,,,,,,,,
addDocument,increase woman,behind impact order,26/11/2021,m10,,,,,,,,
addDocument,drive despite,base call day,3/2/2020,f1,,,,,,,,
addDocument,film total,why business account,2/9/2021,m11,,,,,,,,
addDocument,while just,seven western I,13/10/2021,c7,,,,,,,,
addDocument,century community,full social open,15/01/2023,f0,,,,,,,,
addDocument,staff great,all physical piece,30/09/2022,c7,,,,,,,,
addDocument,player fire,visit dinner inside,15/03/2022,c9,,,,,,,,
addDocument,fish forget,course food else,29/08/2020,f1,,,,,,,,
addDocument,down guess,sister film table,27/01/2020,c7,,,,,,,,
addDocument,leave same,system despite early,25/06/2023,m12,,,,,,,,
addDocument,side page,ball argue to,28/03/2022,m13,,,,,,,,
addDocument,side partner,number certainly chance,2/6/2022,f3,,,,,,,,
addDocument,there sound,well better this,7/4/2021,c9,,,,,,,,
addDocument,Camera fill seven surface.,Blood can born,2/8/2024,f2,,,,,,,,
,,,,,,,,,,,,
addWitness,500,James,Williams,6/11/2001,881 Bianca Port,(411)501-7193x8940,rodgersbetty@yahoo.com,F,,,,
addWitness,501,James,Chandler,20/10/1997,472 Andrea Manor,174.176.5275x70031,samanthaholmes@gmail.com,F,,,,
addWitness,502,Willie,Delgado,27/01/1990,77697 Ellen Turnpik,+1-270-616-4345x946,castrolaura@hotmail.com,F,,,,
addWitness,503,Alyssa,Crawford,19/10/1971,0648 Hawkins Estate,313-621-4009x4806,leemark@payne.com,M,,,,
addWitness,504,Samantha,Ray,24/06/1994,3121 Wallace Roads,001-736-463-3244x9795,kevin79@collier.org,F,,,,
addWitness,505,Tina,Caldwell,13/01/1964,403 George Plain Suite,+1-234-357-9727x572,bautistabarbara@olson.net,M,,,,
addWitness,500,James,Williams,6/11/2001,881 Bianca Port,(411)501-7193x8940,rodgersbetty@yahoo.com,F,,,,
addWitness,506,Stefanie,Holland,10/8/1987,20667 Santiago Well,727.866.7797,veronicajackson@gmail.com,M,,,,
addWitness,507,Gina,Ross,9/7/2000,955 Hines Mills Ap,001-768-864-1372x175,halejason@avila-williams.com,M,,,,
addWitness,508,James,Middleton,2/10/1998,PSC 107 Box,(024)507-5355x02011,william07@hotmail.com,F,,,,
addWitness,509,Jeffery,Parsons,19/10/1995,5132 Christensen Manors Apt,554-619-0638x5654,hatfieldfrances@conner.info,M,,,,
addWitness,510,Isaiah,Burns,11/2/1967,026 Mary Cape,(823)470-9779,deanjill@gmail.com,M,,,,
addWitness,511,Kristin,Ward,11/11/1983,576 Flynn Viaduct A,(954)847-4762x3285,kristathomas@dixon.net,F,,,,
addWitness,512,Laura,Hanson,26/04/1983,63793 Charles Falls,(409)201-9310,yvonnewood@gmail.com,F,,,,
addWitness,513,John,Baker,31/12/1990,8648 Price Mountain,001-750-507-5184x4867,charles87@malone.biz,F,,,,
addTestimony,f1,International generation run employee watch fill. Heavy himself management nation admit score. Major consumer water store.,500,,,,,,,,,
addTestimony,f1,Clear put young organization president financial. Decide show discover week own black science. Ask popular chance then hope. Town will environmental coach painting.,501,,,,,,,,,
addTestimony,f1,Should painting court growth girl sit give theory. Activity get stage visit be what. Clear which strategy realize either happy wonder.,502,,,,,,,,,
addTestimony,f2,Clear put young organization president financial. Decide show discover week own black science. Ask popular chance then hope. Town will environmental coach painting.,504,,,,,,,,,
addTestimony,m11,Father scientist amount factor,504,,,,,,,,,
addTestimony,m13,Stop spring moment bank party. Every several financial I successful first. Reflect identify choose million control.,505,,,,,,,,,
addTestimony,m14,Father car big need purpose college. Particular idea property stuff determine provide.,506,,,,,,,,,
addTestimony,c5,Traditional risk discussion yourself hard common. Must job science project state.,507,,,,,,,,,
addTestimony,f1,Father car big need purpose college. Particular idea property stuff determine provide.,508,,,,,,,,,
addTestimony,c9,Traditional risk discussion yourself hard common. Must job science project state.,509,,,,,,,,,
addTestimony,f2,Should painting court growth girl sit give theory. Activity get stage visit be what. Clear which strategy realize either happy wonder.,510,,,,,,,,,
addTestimony,m10,Network son city. International whether risk off. Affect better military stop gas security.,511,,,,,,,,,
addTestimony,f1,Administration difference grow. Magazine weight woman still career research.,512,,,,,,,,,
addTestimony,m13,Term would threat then discover memory much foreign. Suggest sit respond interesting term somebody mother. Remain fact become pattern necessary rule catch.,513,,,,,,,,,
addTestimony,c6,Reflect identify choose million control.,508,,,,,,,,,
addTestimony,f2,So spring everything. Evidence order energy pressure next win.,501,,,,,,,,,
addTestimony,c9,Produce check wear bank tonight garden. Continue kitchen road doctor sense. Growth result even process.,502,,,,,,,,,
addTestimony,f0,Our collection threat safe. Far lose shake up not style. Style point occur sing stuff film.Deep only rock into skill woman open. Body course minute expect tree.,503,,,,,,,,,
addTestimony,f1,Better instead environment middle course stop. Analysis six born. Experience blood serve because.Can fast hundred standard seven attention. Perhaps dinner spend nice show enough little.,504,,,,,,,,,
addTestimony,m12,Culture win score while young structure society. Your its business she performance.,527,,,,,,,,,
addTestimony,m11,Imagine industry exactly catch bank knowledge method.Friend ahead family degree. College technology each however program policy. Fill go police expert lose.,506,,,,,,,,,
addTestimony,f1,Term would threat then discover memory much foreign. Suggest sit respond interesting term somebody mother. Remain fact become pattern necessary rule catch.,507,,,,,,,,,
addTestimony,c7,Name team team beyond else small interview. Radio read detail government think around feeling.,511,,,,,,,,,
addTestimony,c8,Owner sea region military low. Trip kitchen book reach.Eat ball live pretty. Outside blood mother range and TV. Machine how fill media use instead which. Serve traditional write like understand.,509,,,,,,,,,
addTestimony,m10,Doctor model various.Today movement turn growth. Happy lot that nice shake.Discover want continue under. Professor mission water study. Always factor woman outside catch others.,510,,,,,,,,,
removeDepartment,100,,,,,,,,,,,
removeDepartment,100,,,,,,,,,,,
removeCourtroom,1005,,,,,,,,,,,
removeLawyer,79,,,,,,,,,,,
removeLawyer,80,,,,,,,,,,,
removeJudge,26,,,,,,,,,,,
removeJudge,27,,,,,,,,,,,
removeJudge,28,,,,,,,,,,,
removeJudge,29,,,,,,,,,,,
removeJudge,30,,,,,,,,,,,
removeEmployee,51,,,,,,,,,,,
removeEmployee,52,,,,,,,,,,,
removeEmployee,53,,,,,,,,,,,
removeDocument,3,,,,,,,,,,,
removeDocument,1,,,,,,,,,,,
removeDocument,4,,,,,,,,,,,
removeDocument,10,,,,,,,,,,,
removeDocument,12,,,,,,,,,,,
removeVerdict,2,,,,,,,,,,,
removeVerdict,5,,,,,,,,,,,
removeVerdict,3,,,,,,,,,,,
removeTestimony,9,,,,,,,,,,,
removeTestimony,9,,,,,,,,,,,
removeTestimony,7,,,,,,,,,,,
removeWitness,500,,,,,,,,,,,
removeWitness,502,,,,,,,,,,,
removeAccused,3,,,,,,,,,,,
removeAccused,4,,,,,,,,,,,
removeAccused,5,,,,,,,,,,,
removeMeeting,2,,,,,,,,,,,
removeMeeting,22,,,,,,,,,,,
removeCase,2,,,,,,,,,,,
removeCase,14,,,,,,,,,,,
space,,,,,,,,,,,,
getMaxCasesRoom,,,,,,,,,,,,
space,,,,,,,,,,,,
howManyCasesBefore,21/11/2024,,,,,,,,,,,
space,,,,,,,,,,,,
getWitnessesByTypesByCases,,,,,,,,,,,,
space,,,,,,,,,,,,
findUniqueCrimeToolsByCrimeScene,Public park,,,,,,,,,,,
space,,,,,,,,,,,,
findFamilyCasesWithWitnessesFromBothSides,,,,,,,,,,,,
space,,,,,,,,,,,,
getRequiredDocument,,,,,,,,,,,,
space,,,,,,,,,,,,
getRequiredCase,,,,,,,,,,,,
space,,,,,,,,,,,,
kLawyers,8,,,,,,,,,,,
space,,,,,,,,,,,,
sortedAccused,,,,,,,,,,,,
space,,,,,,,,,,,,
sortedCasesByOpenedDateAndMeetingCount,,,,,,,,,,,,
space,,,,,,,,,,,,
sortedTestimoniesByOpenedDateAndContent,,,,,,,,,,,,
space,,,,,,,,,,,,
finish,,,,,,,,,,,,
